timestamp,segment,mode,tracking_mode,sample_rate,eyes_tracked,left_gaze_x,left_gaze_y,left_pupil,right_gaze_x,right_gaze_y,right_pupil,status,left_raw_px,left_raw_py,left_raw_pa,left_raw_width,left_raw_height,left_raw_crx,left_raw_cry,left_raw_crarea,left_raw_cr2x,left_raw_cr2y,left_raw_cr2area,right_raw_px,right_raw_py,right_raw_pa,right_raw_width,right_raw_height,right_raw_crx,right_raw_cry,right_raw_crarea,right_raw_cr2x,right_raw_cr2y,right_raw_cr2area,left_href_x,left_href_y,right_href_x,right_href_y,cal_target_index
860793,1,RECORD,CR,500,L,636.1,684.4,1184.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860795,1,RECORD,CR,500,L,629.0,679.6,1182.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860797,1,RECORD,CR,500,L,624.8,677.6,1179.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860799,1,RECORD,CR,500,L,620.2,676.8,1178.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860801,1,RECORD,CR,500,L,616.1,674.6,1178.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860803,1,RECORD,CR,500,L,614.9,671.7,1180.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860805,1,RECORD,CR,500,L,615.3,670.4,1182.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860807,1,RECORD,CR,500,L,616.1,670.4,1183.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860809,1,RECORD,CR,500,L,617.0,670.7,1183.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860811,1,RECORD,CR,500,L,618.9,671.1,1184.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860813,1,RECORD,CR,500,L,620.3,672.0,1182.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860815,1,RECORD,CR,500,L,620.4,672.7,1180.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860817,1,RECORD,CR,500,L,620.4,672.6,1178.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860819,1,RECORD,CR,500,L,620.9,672.3,1175.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860821,1,RECORD,CR,500,L,622.2,671.8,1175.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
